date,type,location,count
2021-05-06,Student,Cheney Elementary,1
2021-05-06,Student,Boone High,2
2021-05-06,Employee,Tangelo Park Elementary,1
2021-05-06,Employee,Orange Technical College - Westside,1
2021-05-06,Employee,Operations,2
2021-05-06,Employee,Freedom Middle,1
2021-05-06,Employee,Dr. Phillips Elementary,1
2021-05-06,Employee,Chain of Lakes Middle,1
2021-05-06,Employee,Azalea Park Elementary,1
2021-05-05,Student,Winter Park 9th Grade Center,1
2021-05-05,Student,Windy Ridge School (K-8),1
2021-05-05,Student,Windermere High,1
2021-05-05,Student,West Creek Elementary,1
2021-05-05,Student,Union Park Middle,1
2021-05-05,Student,Timber Creek High,2
2021-05-05,Student,Southwest Middle,1
2021-05-05,Student,Pinewood Elementary,1
2021-05-05,Student,Meadow Woods Elementary,1
2021-05-05,Student,Lake Nona High,1
2021-05-05,Student,Innovation Middle,1
2021-05-05,Student,Horizon West Middle,1
2021-05-05,Student,Colonial High 9th Grade Center,1
2021-05-05,Student,Colonial High,1
2021-05-05,Student,Chain of Lakes Middle,1
2021-05-05,Student,Carver Middle,2
2021-05-05,Student,Audubon Park School (K-8),1
2021-05-05,Employee,Shenandoah Elementary,1
2021-05-05,Employee,Rosemont Elementary,1
2021-05-05,Employee,Orange Technical College - Avalon,1
2021-05-05,Employee,Apopka High,1
2021-05-04,Vendor/Visitor,Meadow Woods Elementary,1
2021-05-04,Student,Wolf Lake Elementary,1
2021-05-04,Student,Windermere High,1
2021-05-04,Student,Whispering Oak Elementary,1
2021-05-04,Student,West Creek Elementary,2
2021-05-04,Student,Southwest Middle,1
2021-05-04,Student,Orange Technical College - Avalon,1
2021-05-04,Student,Little River Elementary,1
2021-05-04,Student,Lancaster Elementary,1
2021-05-04,Student,Lake George Elementary,1
2021-05-04,Student,Hunter’s Creek Middle,1
2021-05-04,Student,Freedom High,1
2021-05-04,Student,Cypress Creek High,1
2021-05-04,Student,Boone High,2
2021-05-04,Student,Apopka High,2
2021-05-04,Student,Andover Elementary,1
2021-05-04,Employee,John Young Elementary,1
2021-05-04,Employee,Evans High,1
2021-05-04,Employee,Carver Middle,1
2021-05-03,Student,Wyndham Lakes Elementary,1
2021-05-03,Student,Wolf Lake Elementary,1
2021-05-03,Student,Westpointe Elementary,1
2021-05-03,Student,Wekiva High,1
2021-05-03,Student,University High,1
2021-05-03,Student,Union Park Middle,1
2021-05-03,Student,Thornebrooke Elementary,1
2021-05-03,Student,Sunrise Elementary,1
2021-05-03,Student,Southwest Middle,1
2021-05-03,Student,Rock Lake Elementary,1
2021-05-03,Student,Ocoee Middle,1
2021-05-03,Student,Maxey Elementary,1
2021-05-03,Student,Liberty Middle,4
2021-05-03,Student,Lakemont Elementary,1
2021-05-03,Student,Lake Nona Middle,1
2021-05-03,Student,John Young Elementary,3
2021-05-03,Student,Ivey Lane Elementary,1
2021-05-03,Student,Howard Middle,1
2021-05-03,Student,Hidden Oaks Elementary,1
2021-05-03,Student,Freedom Middle,1
2021-05-03,Student,Eagle’s Nest Elementary,1
2021-05-03,Student,Dream Lake Elementary,1
2021-05-03,Student,Cheney Elementary,1
2021-05-03,Student,Boone High,3
2021-05-03,Student,Audubon Park School (K-8),1
2021-05-03,Student,Alternative Education Center - BETA,1
2021-05-03,Employee,Wetherbee Elementary,1
2021-05-03,Employee,Washington Shores Primary Learning Center,1
2021-05-03,Employee,Vista Lakes Elementary,1
2021-05-03,Employee,Oak Hill Elementary,1
2021-05-03,Employee,Lockhart Elementary,1
2021-05-03,Employee,Citrus Elementary,1
2021-05-02,Student,Summerlake Elementary,1
2021-05-02,Employee,Westpointe Elementary,1
2021-05-02,Employee,Teaching and Learning,1
2021-05-02,Employee,Lawton Chiles Elementary,2
2021-05-02,Employee,Lake Gem Elementary,1
2021-05-02,Employee,Camelot Elementary,1
2021-05-01,Vendor/Visitor,Riverdale Elementary,1
2021-04-30,Student,Winter Park High,1
2021-04-30,Student,Winter Park 9th Grade Center,1
2021-04-30,Student,Windermere High,1
2021-04-30,Student,Whispering Oak Elementary,1
2021-04-30,Student,Walker Middle,2
2021-04-30,Student,Vista Pointe Elementary,1
2021-04-30,Student,University High,2
2021-04-30,Student,Timber Springs Middle,1
2021-04-30,Student,Timber Creek High,1
2021-04-30,Student,South Creek Middle,1
2021-04-30,Student,Orange Technical College - Winter Park,1
2021-04-30,Student,Orange Technical College - Mid Florida,1
2021-04-30,Student,Olympia High,1
2021-04-30,Student,Ocoee High,1
2021-04-30,Student,Liberty Middle,1
2021-04-30,Student,Lake Nona High,2
2021-04-30,Student,Lake George Elementary,1
2021-04-30,Student,Glenridge Middle,1
2021-04-30,Student,East River High,1
2021-04-30,Student,Dr. Phillips Elementary,1
2021-04-30,Student,Conway Middle,1
2021-04-30,Student,Castle Creek Elementary,2
2021-04-30,Student,Carver Middle,1
2021-04-30,Student,Bonneville Elementary,1
2021-04-30,Student,Blankner School (K-8),1
2021-04-30,Student,Bay Meadows Elementary,1
2021-04-30,Student,Apopka High,1
2021-04-30,Employee,Memorial Middle,1
2021-04-30,Employee,Lake George Elementary,1
2021-04-29,Student,Wetherbee Elementary,2
2021-04-29,Student,Wedgefield School (K-8),1
2021-04-29,Student,Roberto Clemente Middle,1
2021-04-29,Student,Riverdale Elementary,1
2021-04-29,Student,Odyssey Middle,1
2021-04-29,Student,Ocoee Elementary,1
2021-04-29,Student,Lake Sybelia Elementary,1
2021-04-29,Student,Evans High,2
2021-04-29,Student,Edgewater High,1
2021-04-29,Student,Dream Lake Elementary,4
2021-04-29,Student,Dr. Phillips High,3
2021-04-29,Student,Cypress Creek High,1
2021-04-29,Student,Chickasaw Elementary,1
2021-04-29,Employee,Three Points Elementary,1
2021-04-29,Employee,Meadowbrook Middle,1
2021-04-29,Employee,Lancaster Elementary,1
2021-04-29,Employee,Carver Middle,2
2021-04-29,Employee,Bay Meadows Elementary,1
2021-04-29,Employee,Azalea Park Elementary,1
2021-04-28,Student,Wekiva High,1
2021-04-28,Student,Timber Creek High,1
2021-04-28,Student,Sunrise Elementary,1
2021-04-28,Student,Summerlake Elementary,1
2021-04-28,Student,Sand Lake Elementary,1
2021-04-28,Student,Pinar Elementary,1
2021-04-28,Student,Pershing School (K-8),1
2021-04-28,Student,Ocoee Middle,1
2021-04-28,Student,Ocoee High,1
2021-04-28,Student,Maxey Elementary,1
2021-04-28,Student,Liberty Middle,2
2021-04-28,Student,Hiawassee Elementary,1
2021-04-28,Student,Discovery Middle,1
2021-04-28,Student,Cypress Springs Elementary,1
2021-04-28,Student,Conway Elementary,1
2021-04-28,Student,Columbia Elementary,1
2021-04-28,Student,College Park Middle,1
2021-04-28,Student,Chain of Lakes Middle,1
2021-04-28,Student,Boone High,1
2021-04-28,Student,Arbor Ridge School (K-8),1
2021-04-28,Employee,Robinswood Middle,1
2021-04-28,Employee,Ocoee High,1
2021-04-28,Employee,Lancaster Elementary,1
2021-04-28,Employee,Lake Silver Elementary,1
2021-04-28,Employee,Arbor Ridge School (K-8),1
2021-04-28,Employee,Apopka Elementary,1
2021-04-27,Student,Winter Park High,1
2021-04-27,Student,Windermere High,2
2021-04-27,Student,Wetherbee Elementary,4
2021-04-27,Student,Westbrooke Elementary,1
2021-04-27,Student,University High,1
2021-04-27,Student,Union Park Middle,1
2021-04-27,Student,Timber Creek High,2
2021-04-27,Student,Sunshine Elementary,1
2021-04-27,Student,South Creek Middle,2
2021-04-27,Student,Rosemont Elementary,1
2021-04-27,Student,Pershing School (K-8),1
2021-04-27,Student,Odyssey Middle,2
2021-04-27,Student,Ocoee Middle,2
2021-04-27,Student,Ocoee High,2
2021-04-27,Student,Mollie Ray Elementary,1
2021-04-27,Student,Liberty Middle,1
2021-04-27,Student,Lake Whitney Elementary,2
2021-04-27,Student,Jones High,1
2021-04-27,Student,Innovation Middle,1
2021-04-27,Student,Hunter’s Creek Elementary,1
2021-04-27,Student,Colonial High,2
2021-04-27,Student,Boone High,1
2021-04-27,Student,Blankner School (K-8),1
2021-04-27,Student,Bay Meadows Elementary,1
2021-04-27,Student,Acceleration East,1
2021-04-27,Employee,West Creek Elementary,1
2021-04-27,Employee,Rosemont Elementary,1
2021-04-27,Employee,Robinswood Middle,1
2021-04-27,Employee,Legacy Middle,1
2021-04-27,Employee,Lake Whitney Elementary,1
2021-04-27,Employee,Edgewater High,1
2021-04-27,Employee,Cypress Creek High,1
2021-04-27,Employee,Corner Lake Middle,1
2021-04-26,Student,Winter Park 9th Grade Center,1
2021-04-26,Student,Windermere High,2
2021-04-26,Student,Westridge Middle,1
2021-04-26,Student,Westpointe Elementary,1
2021-04-26,Student,Wedgefield School (K-8),2
2021-04-26,Student,University High,2
2021-04-26,Student,Timber Creek High,2
2021-04-26,Student,Thornebrooke Elementary,1
2021-04-26,Student,Sunrise Elementary,1
2021-04-26,Student,Sunridge Elementary,1
2021-04-26,Student,Southwest Middle,2
2021-04-26,Student,South Creek Middle,1
2021-04-26,Student,Sally Ride Elementary,1
2021-04-26,Student,Roberto Clemente Middle,1
2021-04-26,Student,Princeton Elementary,1
2021-04-26,Student,Pinewood Elementary,1
2021-04-26,Student,Pershing School (K-8),1
2021-04-26,Student,Palm Lake Elementary,1
2021-04-26,Student,Orange Technical College - Westside,3
2021-04-26,Student,Odyssey Middle,1
2021-04-26,Student,Ocoee Middle,2
2021-04-26,Student,Ocoee High,4
2021-04-26,Student,Ocoee Elementary,1
2021-04-26,Student,NorthLake Park Community School,1
2021-04-26,Student,Maitland Middle,1
2021-04-26,Student,Legacy Middle,1
2021-04-26,Student,Lake Nona Middle,1
2021-04-26,Student,Lake Nona High,2
2021-04-26,Student,Lake Como School (K-8),1
2021-04-26,Student,Innovation Middle,1
2021-04-26,Student,Glenridge Middle,1
2021-04-26,Student,Freedom Middle,2
2021-04-26,Student,Forsyth Woods Elementary,1
2021-04-26,Student,East River High,1
2021-04-26,Student,East Lake Elementary,1
2021-04-26,Student,Eagle Creek Elementary,1
2021-04-26,Student,Dr. Phillips High,2
2021-04-26,Student,Colonial High,2
2021-04-26,Student,Chain of Lakes Middle,1
2021-04-26,Student,Boone High,4
2021-04-26,Student,Bay Meadows Elementary,2
2021-04-26,Student,Acceleration East,1
2021-04-26,Employee,Windy Ridge School (K-8),1
2021-04-26,Employee,Waterbridge Elementary,1
2021-04-26,Employee,Union Park Middle,1
2021-04-26,Employee,Teaching and Learning,1
2021-04-26,Employee,Orange Technical College - Winter Park,1
2021-04-26,Employee,Magnolia School,1
2021-04-26,Employee,Gateway School,1
2021-04-26,Employee,Freedom Middle,1
2021-04-26,Employee,Eagle’s Nest Elementary,1
2021-04-26,Employee,Dream Lake Elementary,1
2021-04-26,Employee,Deerwood Elementary,1
2021-04-26,Employee,Avalon Middle,1
2021-04-25,Employee,Eagle’s Nest Elementary,1
2021-04-24,Student,Carver Middle,1
2021-04-23,Student,Wyndham Lakes Elementary,2
2021-04-23,Student,Winter Park High,2
2021-04-23,Student,Wekiva High,1
2021-04-23,Student,Tildenville Elementary,1
2021-04-23,Student,Three Points Elementary,1
2021-04-23,Student,SunRidge Middle,2
2021-04-23,Student,Southwest Middle,2
2021-04-23,Student,Shingle Creek Elementary,1
2021-04-23,Student,Roberto Clemente Middle,1
2021-04-23,Student,Prairie Lake Elementary,2
2021-04-23,Student,Piedmont Lakes Middle,2
2021-04-23,Student,Palmetto Elementary,1
2021-04-23,Student,Lawton Chiles Elementary,1
2021-04-23,Student,Laureate Park Elementary,1
2021-04-23,Student,Horizon West Middle,1
2021-04-23,Student,Hidden Oaks Elementary,1
2021-04-23,Student,Frangus Elementary,1
2021-04-23,Student,Dream Lake Elementary,1
2021-04-23,Student,Dr. Phillips High,3
2021-04-23,Student,Cypress Springs Elementary,1
2021-04-23,Student,Colonial High 9th Grade Center,1
2021-04-23,Student,Colonial High,2
2021-04-23,Student,College Park Middle,1
2021-04-23,Student,Citrus Elementary,1
2021-04-23,Student,Castle Creek Elementary,1
2021-04-23,Student,Boone High,1
2021-04-23,Student,Audubon Park School (K-8),3
2021-04-23,Student,Apopka Elementary,1
2021-04-23,Employee,West Orange High,1
2021-04-23,Employee,Sunshine Elementary,1
2021-04-23,Employee,Operations,1
2021-04-23,Employee,Ocoee Middle,1
2021-04-23,Employee,Gateway School,1
2021-04-23,Employee,Colonial High,1
2021-04-22,Student,Wolf Lake Elementary,1
2021-04-22,Student,West Creek Elementary,1
2021-04-22,Student,Walker Middle,1
2021-04-22,Student,Vista Lakes Elementary,1
2021-04-22,Student,University High,1
2021-04-22,Student,Union Park Middle,1
2021-04-22,Student,Union Park Elementary,1
2021-04-22,Student,Timber Creek High,3
2021-04-22,Student,Mollie Ray Elementary,2
2021-04-22,Student,Meadow Woods Elementary,1
2021-04-22,Student,McCoy Elementary,1
2021-04-22,Student,Liberty Middle,1
2021-04-22,Student,Legacy Middle,1
2021-04-22,Student,Lancaster Elementary,1
2021-04-22,Student,Innovation Middle,2
2021-04-22,Student,Glenridge Middle,1
2021-04-22,Student,Freedom Middle,2
2021-04-22,Student,Corner Lake Middle,1
2021-04-22,Student,Colonial High,1
2021-04-22,Student,Chain of Lakes Middle,4
2021-04-22,Student,Bonneville Elementary,1
2021-04-22,Student,Blankner School (K-8),1
2021-04-22,Student,Avalon Middle,1
2021-04-22,Student,Audubon Park School (K-8),1
2021-04-22,Employee,West Oaks Elementary,1
2021-04-22,Employee,Operations,1
2021-04-22,Employee,Innovation Middle,1
2021-04-21,Student,Winter Park High,1
2021-04-21,Student,Windermere Elementary,1
2021-04-21,Student,Westridge Middle,1
2021-04-21,Student,Washington Shores Elementary,1
2021-04-21,Student,Ventura Elementary,1
2021-04-21,Student,SunRidge Middle,1
2021-04-21,Student,Sun Blaze Elementary,2
2021-04-21,Student,Summerlake Elementary,1
2021-04-21,Student,Pershing School (K-8),2
2021-04-21,Student,Orange Technical College - Westside,1
2021-04-21,Student,Ocoee High,1
2021-04-21,Student,NorthLake Park Community School,1
2021-04-21,Student,Meadow Woods Elementary,1
2021-04-21,Student,Lake Silver Elementary,1
2021-04-21,Student,Horizon West Middle,1
2021-04-21,Student,Gotha Middle,1
2021-04-21,Student,Glenridge Middle,1
2021-04-21,Student,Edgewater High,1
2021-04-21,Student,Dr. Phillips High,4
2021-04-21,Student,Corner Lake Middle,1
2021-04-21,Student,Colonial High,2
2021-04-21,Student,Chain of Lakes Middle,1
2021-04-21,Student,Camelot Elementary,1
2021-04-21,Student,Boone High,1
2021-04-21,Student,Bay Lake Elementary,1
2021-04-21,Student,Audubon Park School (K-8),2
2021-04-21,Employee,Roberto Clemente Middle,1
2021-04-21,Employee,Millennia Gardens Elementary,1
2021-04-21,Employee,Hungerford Elementary,1
2021-04-21,Employee,Frangus Elementary,1
2021-04-21,Employee,Cypress Creek High,1
2021-04-21,Employee,Colonial High,1
2021-04-21,Employee,Castleview Elementary,1
2021-04-20,Vendor/Visitor,Orange Technical College - Mid Florida,1
2021-04-20,Student,Windy Ridge School (K-8),1
2021-04-20,Student,Windermere High,1
2021-04-20,Student,Waterford Elementary,1
2021-04-20,Student,University High,1
2021-04-20,Student,Timber Creek High,2
2021-04-20,Student,South Creek Middle,2
2021-04-20,Student,Prairie Lake Elementary,3
2021-04-20,Student,Meadow Woods Elementary,2
2021-04-20,Student,Maitland Middle,1
2021-04-20,Student,Lake Nona High,1
2021-04-20,Student,John Young Elementary,1
2021-04-20,Student,Glenridge Middle,1
2021-04-20,Student,East River High,1
2021-04-20,Student,Dr. Phillips High,4
2021-04-20,Student,Discovery Middle,1
2021-04-20,Student,Conway Middle,1
2021-04-20,Student,Colonial High 9th Grade Center,1
2021-04-20,Student,Cheney Elementary,1
2021-04-20,Student,Bridgewater Middle,2
2021-04-20,Student,Bay Meadows Elementary,1
2021-04-20,Student,Acceleration East,1
2021-04-20,Employee,Union Park Elementary,1
2021-04-20,Employee,Hungerford Elementary,1
2021-04-20,Employee,Eagle’s Nest Elementary,1
2021-04-20,Employee,Dr. Phillips High,1
2021-04-19,Vendor/Visitor,Operations,1
2021-04-19,Vendor/Visitor,Howard Middle,1
2021-04-19,Student,Winter Park 9th Grade Center,1
2021-04-19,Student,Windermere High,3
2021-04-19,Student,Whispering Oak Elementary,1
2021-04-19,Student,Wheatley Elementary,2
2021-04-19,Student,Westpointe Elementary,1
2021-04-19,Student,West Creek Elementary,2
2021-04-19,Student,Washington Shores Elementary,1
2021-04-19,Student,University High,1
2021-04-19,Student,Union Park Middle,1
2021-04-19,Student,Union Park Elementary,1
2021-04-19,Student,Timber Creek High,2
2021-04-19,Student,Sunrise Elementary,1
2021-04-19,Student,Southwood Elementary,2
2021-04-19,Student,Southwest Middle,2
2021-04-19,Student,South Creek Middle,1
2021-04-19,Student,Roberto Clemente Middle,3
2021-04-19,Student,Prairie Lake Elementary,1
2021-04-19,Student,Orange Technical College - Avalon,1
2021-04-19,Student,Moss Park Elementary,2
2021-04-19,Student,Lake Nona Middle,1
2021-04-19,Student,Lake George Elementary,1
2021-04-19,Student,Innovation Middle,3
2021-04-19,Student,Horizon West Middle,3
2021-04-19,Student,Forsyth Woods Elementary,1
2021-04-19,Student,Evans High,1
2021-04-19,Student,Dr. Phillips High,1
2021-04-19,Student,Colonial High 9th Grade Center,1
2021-04-19,Student,Chain of Lakes Middle,1
2021-04-19,Student,Carver Middle,2
2021-04-19,Student,Bridgewater Middle,1
2021-04-19,Student,Boone High,4
2021-04-19,Student,Blankner School (K-8),1
2021-04-19,Employee,Wekiva High,1
2021-04-19,Employee,Shenandoah Elementary,1
2021-04-19,Employee,Orange Center Elementary,1
2021-04-19,Employee,Operations,2
2021-04-19,Employee,Magnolia School,1
2021-04-19,Employee,Little River Elementary,1
2021-04-19,Employee,Lancaster Elementary,1
2021-04-19,Employee,Forsyth Woods Elementary,1
2021-04-19,Employee,Communications Division,1
2021-04-19,Employee,Azalea Park Elementary,1
2021-04-19,Employee,Apopka High,1
2021-04-18,Student,Walker Middle,1
2021-04-18,Student,Lake Gem Elementary,1
2021-04-18,Student,Deerwood Elementary,1
2021-04-18,Student,Blankner School (K-8),1
2021-04-17,Student,West Orange High,2
2021-04-17,Student,Meadow Woods Middle,1
2021-04-17,Student,Legacy Middle,1
2021-04-17,Employee,Lake Gem Elementary,1
2021-04-17,Employee,Castle Creek Elementary,1
2021-04-16,Student,Wyndham Lakes Elementary,1
2021-04-16,Student,Windermere High,1
2021-04-16,Student,Westridge Middle,1
2021-04-16,Student,West Oaks Elementary,1
2021-04-16,Student,Washington Shores Primary Learning Center,1
2021-04-16,Student,Walker Middle,1
2021-04-16,Student,Timber Creek High,2
2021-04-16,Student,Sunridge Elementary,1
2021-04-16,Student,Sun Blaze Elementary,1
2021-04-16,Student,Southwest Middle,1
2021-04-16,Student,Orange Technical College - Westside,1
2021-04-16,Student,Olympia High,1
2021-04-16,Student,Millennia Gardens Elementary,1
2021-04-16,Student,Lakeview Middle,1
2021-04-16,Student,Lake Weston Elementary,1
2021-04-16,Student,Lake Silver Elementary,2
2021-04-16,Student,Hunter’s Creek Middle,1
2021-04-16,Student,Hidden Oaks Elementary,2
2021-04-16,Student,Dr. Phillips Elementary,1
2021-04-16,Student,Discovery Middle,1
2021-04-16,Student,Columbia Elementary,1
2021-04-16,Student,Colonial High 9th Grade Center,1
